mobley_1017962.pqr -3.00434
mobley_1019269.pqr -3.22227
mobley_1034539.pqr -2.11372
mobley_1036761.pqr -0.447715
mobley_1046331.pqr -6.57758
mobley_1075836.pqr -3.66474
mobley_1079207.pqr -1.45543
mobley_1107178.pqr 0.116715
mobley_1139153.pqr 2.25602
mobley_1144156.pqr -0.907798
mobley_1160109.pqr -2.45829
mobley_1178614.pqr -4.56098
mobley_1189457.pqr -1.61028
mobley_1199854.pqr 0.516745
mobley_1231151.pqr -0.333791
mobley_1235151.pqr -2.20814
mobley_1244778.pqr -2.99454
mobley_1261349.pqr 1.90732
mobley_1278715.pqr 1.07819
mobley_129464.pqr 0.0647066
mobley_1323538.pqr -11.5907
mobley_1328465.pqr -2.59119
mobley_1328936.pqr -7.73074
mobley_1352110.pqr -1.97427
mobley_1363784.pqr -4.24443
mobley_1396156.pqr -0.845567
mobley_1417007.pqr -6.82641
mobley_1424265.pqr -0.78156
mobley_1449384.pqr -0.174978
mobley_1469079.pqr -4.87666
mobley_1502181.pqr -2.04742
mobley_1520842.pqr -4.83966
mobley_1527293.pqr -13.7258
mobley_1563176.pqr 0.370867
mobley_1571523.pqr -5.22681
mobley_1592519.pqr -2.60682
mobley_1615431.pqr -0.328502
mobley_1636752.pqr -4.24733
mobley_1650157.pqr -3.01116
mobley_1659169.pqr -5.51506
mobley_1662128.pqr 1.24102
mobley_1674094.pqr 0.587594
mobley_1708457.pqr -12.6835
mobley_1717215.pqr -4.6221
mobley_1722522.pqr -3.08453
mobley_1723043.pqr 3.87818
mobley_1728386.pqr -10.5443
mobley_172879.pqr -6.23754
mobley_1733799.pqr -6.02331
mobley_1735893.pqr -8.16397
mobley_1743409.pqr -7.41548
mobley_1755375.pqr -4.98249
mobley_1760914.pqr -1.37383
mobley_1770205.pqr -13.9935
mobley_1781152.pqr -3.03474
mobley_1792062.pqr -0.656971
mobley_1800170.pqr -0.168841
mobley_1803862.pqr 1.92139
mobley_1821184.pqr -7.25704
mobley_1827204.pqr -2.60627
mobley_1838110.pqr 2.14558
mobley_1849020.pqr -8.7748
mobley_1855337.pqr -0.702526
mobley_1857976.pqr -2.24375
mobley_1858644.pqr -5.55451
mobley_186894.pqr 0.13347
mobley_1873346.pqr -1.10628
mobley_1875719.pqr -2.60413
mobley_1881249.pqr -2.92428
mobley_1893815.pqr -1.25393
mobley_1893937.pqr 0.494274
mobley_1896013.pqr -15.0244
mobley_1899443.pqr 1.58098
mobley_1903702.pqr -2.76292
mobley_1905088.pqr -2.19608
mobley_1922649.pqr -11.0791
mobley_1923244.pqr 1.77912
mobley_1929982.pqr -1.04859
mobley_194273.pqr -10.2147
mobley_1944394.pqr -6.18442
mobley_1952272.pqr -3.53689
mobley_1963873.pqr -7.0254
mobley_1967551.pqr -3.82261
mobley_197466.pqr -3.38543
mobley_1976156.pqr -1.9494
mobley_1977493.pqr -0.111232
mobley_1987439.pqr -0.454687
mobley_2005792.pqr -3.21382
mobley_2008055.pqr 1.41048
mobley_2023925.pqr -0.295295
mobley_2043882.pqr -2.54708
mobley_2049967.pqr 0.226437
mobley_20524.pqr -6.11241
mobley_2068538.pqr 1.58001
mobley_2078467.pqr -10.9895
mobley_2099370.pqr -17.7065
mobley_210639.pqr 0.349135
mobley_2123854.pqr -10.1784
mobley_2126135.pqr -5.03739
mobley_2143011.pqr 1.48245
mobley_2146331.pqr -3.91934
mobley_2178600.pqr 0.237144
mobley_2183616.pqr -0.175011
mobley_2197088.pqr 3.02248
mobley_2198613.pqr -0.452146
mobley_2213823.pqr 2.09389
mobley_2245668.pqr -3.06674
mobley_2261979.pqr -3.33028
mobley_2269032.pqr -13.1193
mobley_2279874.pqr -5.63668
mobley_2294995.pqr -4.23319
mobley_2295058.pqr -10.0267
mobley_2310185.pqr -3.71136
mobley_2316618.pqr -13.9255
mobley_2328633.pqr 2.63282
mobley_2341732.pqr -3.25219
mobley_2354112.pqr -5.03392
mobley_2364370.pqr -3.4179
mobley_2371092.pqr -4.53999
mobley_2390199.pqr -2.03486
mobley_2402487.pqr -8.46006
mobley_2410897.pqr -1.1554
mobley_2422586.pqr -1.05319
mobley_242480.pqr -13.2855
mobley_2451097.pqr -5.42207
mobley_2457863.pqr -7.57558
mobley_2481002.pqr -0.198253
mobley_2484519.pqr -2.59937
mobley_2487143.pqr -2.72758
mobley_2489709.pqr -1.79157
mobley_2492140.pqr -0.64337
mobley_2493732.pqr -0.30804
mobley_2501588.pqr -2.42453
mobley_2517158.pqr 1.16712
mobley_2518989.pqr -15.6455
mobley_2523689.pqr -14.16
mobley_252413.pqr 2.27878
mobley_2577969.pqr -5.89031
mobley_2607611.pqr -2.43606
mobley_2609604.pqr 2.20842
mobley_2613240.pqr -5.53734
mobley_2636578.pqr -6.7953
mobley_2659552.pqr -7.04878
mobley_2661134.pqr -9.32659
mobley_2681549.pqr -0.872876
mobley_2689721.pqr 1.72768
mobley_2693089.pqr -6.36168
mobley_2725215.pqr -13.9733
mobley_2725802.pqr -5.59666
mobley_2727678.pqr -14.1359
mobley_2751110.pqr -9.25937
mobley_2763835.pqr -3.02813
mobley_2771569.pqr -6.11753
mobley_2782339.pqr -10.4711
mobley_2784376.pqr 1.24953
mobley_2789243.pqr -4.48067
mobley_2792521.pqr -3.42936
mobley_2802855.pqr 0.501321
mobley_282648.pqr -3.16852
mobley_2837389.pqr -4.12816
mobley_2844990.pqr -3.61894
mobley_2845466.pqr -3.62975
mobley_2850833.pqr -8.8229
mobley_2859600.pqr -1.55695
mobley_2864987.pqr -2.54335
mobley_2881590.pqr -2.38699
mobley_2913224.pqr -11.0994
mobley_2923700.pqr -5.37761
mobley_2925352.pqr -5.73784
mobley_2929847.pqr -8.48621
mobley_2958326.pqr -1.38743
mobley_2960202.pqr -1.88443
mobley_296847.pqr -5.19547
mobley_2972345.pqr -3.33095
mobley_2972906.pqr -0.814638
mobley_299266.pqr 1.11506
mobley_2996632.pqr -0.824977
mobley_3006808.pqr -4.62461
mobley_303222.pqr 0.979696
mobley_3034976.pqr -9.75254
mobley_3040612.pqr -0.611056
mobley_3047364.pqr -10.5162
mobley_3053621.pqr -1.42557
mobley_3060426.pqr 2.67309
mobley_3083321.pqr -3.25283
mobley_3105103.pqr -9.59913
mobley_313406.pqr -3.44245
mobley_3144334.pqr -5.0985
mobley_3151666.pqr -1.99121
mobley_3167746.pqr 2.60951
mobley_3169935.pqr -5.41284
mobley_3183805.pqr -0.601092
mobley_3187514.pqr -5.0237
mobley_3201701.pqr -12.4405
mobley_3210206.pqr -7.45565
mobley_3211679.pqr 0.9559
mobley_3234716.pqr -0.783307
mobley_3259411.pqr -13.0406
mobley_3264884.pqr -7.11554
mobley_3265457.pqr -11.0125
mobley_3266352.pqr -3.26379
mobley_3269565.pqr -1.13631
mobley_3269819.pqr -1.68438
mobley_3274817.pqr -6.69444
mobley_3318135.pqr -1.58225
mobley_3323117.pqr -10.5289
mobley_3325209.pqr -6.64135
mobley_3359593.pqr -5.20993
mobley_3370989.pqr 0.315228
mobley_337666.pqr -14.2034
mobley_3378420.pqr -2.24879
mobley_3395921.pqr -1.45809
mobley_3398536.pqr -0.463833
mobley_3414356.pqr -2.14173
mobley_3425174.pqr -1.07919
mobley_3452749.pqr -0.721355
mobley_349850.pqr -5.08732
mobley_3515580.pqr -6.28411
mobley_352111.pqr -8.94347
mobley_3525176.pqr -0.0397684
mobley_3546460.pqr -2.81291
mobley_3572203.pqr -2.15562
mobley_3573480.pqr -2.4956
mobley_3589456.pqr -6.06873
mobley_36119.pqr -2.42155
mobley_3639400.pqr 0.078599
mobley_3663158.pqr -7.41635
